case_id,activity,timestamp,cost,co2,energy
O5,Fräsen Maschine B,2024-01-01 07:00:00,184.10951252187613,20.08704706823817,39.401985299068265
O5,Qualitätskontrolle,2024-01-01 08:30:00,30.45880388267751,0.0,2.560656224324976
O5,Lackieren Ofen,2024-01-01 09:00:00,201.78556285755874,61.47789404474152,118.9634595634527
O5,Verpacken Recycling,2024-01-01 11:00:00,45.95753198553406,0.49824295641546346,6.830804235404148
O5,Versand Standard,2024-01-01 11:30:00,101.64375554829843,29.47023979623296,1.0265348662267122
O6,Rohmaterial prüfen,2024-01-01 06:36:00,20.4853877467402,1.4686449905328893,0.5958938122452953
O6,Fräsen Maschine B,2024-01-01 07:06:00,178.36168926701117,19.607891846867844,37.07297010373576
O6,Qualitätskontrolle,2024-01-01 08:36:00,31.48060138532288,1.2610552721798893,3.0102269132849218
O6,Lackieren Ofen,2024-01-01 09:06:00,198.82706433312427,58.58462925794959,119.15870935446928
O6,Verpacken Recycling,2024-01-01 11:06:00,48.286427417366156,0.1977227307783811,4.677428576667982
O6,Versand Standard,2024-01-01 11:36:00,102.02025428407269,31.88618590121053,0.3491556256636779
O7,Rohmaterial prüfen,2024-01-01 06:42:00,21.28775195361382,0.4255540842338328,0.0
O7,Fräsen Maschine B,2024-01-01 07:12:00,179.86743062275391,20.060230209941025,44.92648422497057
O7,Qualitätskontrolle,2024-01-01 08:42:00,29.038195176094387,1.3015473423336124,2.9305764605895135
O7,Lackieren UV-Aushärtung,2024-01-01 09:12:00,154.15660981190234,11.142822814515021,21.503866065373547
O7,Verpacken Recycling,2024-01-01 10:42:00,53.95515973521523,0.09061254520526107,7.805588621872198
O7,Versand Standard,2024-01-01 11:12:00,92.9907446860386,30.58685709380027,4.380911251619957
O8,Rohmaterial prüfen,2024-01-01 06:48:00,15.047318374346558,0.0,2.1993027301752823
O8,Fräsen Maschine A,2024-01-01 07:18:00,147.482621729419,38.449336568933866,80.13712594961206
O8,Qualitätskontrolle,2024-01-01 09:18:00,24.688481431369475,1.4735924306351815,1.1611515315323937
O8,Lackieren Ofen,2024-01-01 09:48:00,207.7496720250877,59.216746707663766,119.35587696758864
O8,Verpacken Standard,2024-01-01 11:48:00,44.06758608684835,3.769135683566045,8.45491986920826
O8,Versand Express,2024-01-01 12:18:00,256.53571377141213,88.39251676543877,0.3692677170646084
O9,Rohmaterial prüfen,2024-01-01 06:54:00,21.299413971242117,1.2818228717773104,0.0
O9,Fräsen Maschine B,2024-01-01 07:24:00,173.39771693457863,20.5219415656169,40.59396934646637
O9,Qualitätskontrolle,2024-01-01 08:54:00,31.252464251729382,1.3464482094969756,1.6399505568430184
O9,Lackieren Ofen,2024-01-01 09:24:00,201.161268485805,60.29307247329868,118.57129716394726
O9,Verpacken Recycling,2024-01-01 11:24:00,59.328872555723784,1.4738329209117875,2.617393005594703
O9,Versand Standard,2024-01-01 11:54:00,103.28276804316914,29.025318329772677,1.574169207484904
O10,Rohmaterial prüfen,2024-01-01 07:00:00,25.79297789503702,0.0,3.9267522584886434
O10,Fräsen Maschine A,2024-01-01 07:30:00,152.0639046346825,40.82206015999449,83.7935859653079
O10,Qualitätskontrolle,2024-01-01 09:30:00,28.773059419985646,0.24626383564251042,1.2209711407489534
O10,Lackieren Ofen,2024-01-01 10:00:00,195.92094857517282,59.9228982905859,120.6823039496333
O10,Verpacken Standard,2024-01-01 12:00:00,41.3834539966501,5.827183249036024,8.026003783755813
O10,Versand Express,2024-01-01 12:30:00,257.2676703857866,89.73534316676205,5.440338333179238
O11,Rohmaterial prüfen,2024-01-01 07:06:00,23.12833673882503,0.0,0.0
O11,Fräsen Maschine A,2024-01-01 07:36:00,152.4123620762159,39.77653721467415,81.42800098818418
O11,Qualitätskontrolle,2024-01-01 09:36:00,32.366188122867726,0.9271710873431273,1.30641256386319
O11,Lackieren Ofen,2024-01-01 10:06:00,192.42576387657067,59.55348504793298,121.71279758864695
O11,Verpacken Standard,2024-01-01 12:06:00,41.07046872065102,3.754261221288012,8.346361851702364
O11,Versand Express,2024-01-01 12:36:00,251.9265868986442,89.11614256379886,0.3074502118910558
O12,Rohmaterial prüfen,2024-01-01 07:12:00,20.29104359223,0.0,2.7155747206965666
O12,Fräsen Maschine B,2024-01-01 07:42:00,182.80392263184117,21.083051243175277,42.10760410406981
O12,Qualitätskontrolle,2024-01-01 09:12:00,23.111653160214544,0.06217496008487722,4.0300705344173195
O12,Lackieren Ofen,2024-01-01 09:42:00,202.56892975456105,60.51504768630605,127.70546298130944
O12,Verpacken Recycling,2024-01-01 11:42:00,52.85445255346583,2.135565640180599,6.908003526986405
O12,Versand Standard,2024-01-01 12:12:00,103.256956256529,29.684730755359656,1.5179384409865349
O13,Rohmaterial prüfen,2024-01-01 07:18:00,16.13587392731214,0.2631813932599911,1.0292729043417932
O13,Fräsen Maschine A,2024-01-01 07:48:00,150.4093706969316,42.31465856667351,76.26546961481651
O13,Qualitätskontrolle,2024-01-01 09:48:00,33.431300951872565,0.0,2.056136268421133
O13,Lackieren Ofen,2024-01-01 10:18:00,205.44475298483684,60.06428001909546,117.84451044414139
O13,Verpacken Standard,2024-01-01 12:18:00,36.42348145370016,5.679597748934675,6.539266736565727
O13,Versand Express,2024-01-01 12:48:00,251.08229294790988,90.04557183990381,0.0
O14,Rohmaterial prüfen,2024-01-01 07:24:00,30.719720446626628,1.1339190223180111,0.0
O14,Fräsen Maschine A,2024-01-01 07:54:00,150.93227157384715,39.33821353523161,81.70486666959245
O14,Qualitätskontrolle,2024-01-01 09:54:00,26.037396307836495,0.885263558533101,4.0099745579609145
O14,Lackieren Ofen,2024-01-01 10:24:00,204.32877597085061,58.799703592944226,119.33099752831811
O14,Verpacken Standard,2024-01-01 12:24:00,37.625273444195216,4.346670767426288,11.530908480562193
O14,Versand Express,2024-01-01 12:54:00,252.02490855480477,88.73911604566496,1.8357238941095522
O15,Rohmaterial prüfen,2024-01-01 07:30:00,30.610780985063165,1.5324652605511468,0.0
O15,Fräsen Maschine B,2024-01-01 08:00:00,177.57882963566874,21.266911149186623,38.584661068762436
O15,Qualitätskontrolle,2024-01-01 09:30:00,32.219097140731144,1.7746340534293368,1.146139056843834
O15,Lackieren Ofen,2024-01-01 10:00:00,199.702373219691,56.75873265993093,117.95122471733141
O15,Verpacken Recycling,2024-01-01 12:00:00,48.7371592430342,0.0,8.26482260786327
O15,Versand Standard,2024-01-01 12:30:00,92.84929311019684,29.559955513303017,0.2614811545721827
O16,Rohmaterial prüfen,2024-01-01 07:36:00,27.206366445330577,0.0,4.326327504309919
O16,Fräsen Maschine B,2024-01-01 08:06:00,180.05116530509792,19.01849134895205,40.92420694852654
O16,Qualitätskontrolle,2024-01-01 09:36:00,30.99529847786735,0.3997831228412053,3.139604169980038
O16,Lackieren Ofen,2024-01-01 10:06:00,198.0734320156912,60.113517345251246,121.32426134904209
O16,Verpacken Recycling,2024-01-01 12:06:00,57.93008408072676,0.0,9.266066749312532
O16,Versand Standard,2024-01-01 12:36:00,90.23956100238749,29.848214904964415,1.176634412969153
O17,Rohmaterial prüfen,2024-01-01 07:42:00,21.404959338675162,0.0,1.5837554992854495
O17,Fräsen Maschine A,2024-01-01 08:12:00,147.53499532670583,39.410635243055786,81.69920419404205
O17,Qualitätskontrolle,2024-01-01 10:12:00,31.785077429825236,0.3070904047393458,4.799199750866501
O17,Lackieren Ofen,2024-01-01 10:42:00,201.53649760438304,60.81286211883896,121.25925768384722
O17,Verpacken Standard,2024-01-01 12:42:00,35.85502494538964,4.439818959803031,9.494587210246523
O17,Versand Express,2024-01-01 13:12:00,253.05185132716733,89.97909840603585,0.234654766617564
O18,Rohmaterial prüfen,2024-01-01 07:48:00,26.388324478942124,0.0,3.094194762340076
O18,Fräsen Maschine B,2024-01-01 08:18:00,178.98903673783053,19.78231879677278,42.19755370397438
O18,Qualitätskontrolle,2024-01-01 09:48:00,34.12708174494015,1.8135096360006386,5.610957614308658
O18,Lackieren Ofen,2024-01-01 10:18:00,200.10501920816378,60.68195297129496,119.37946648681309
O18,Verpacken Recycling,2024-01-01 12:18:00,51.62083176244221,0.8698569456323154,5.193991929985437
O18,Versand Standard,2024-01-01 12:48:00,102.97578512718457,29.181779316766526,4.1847745513709205
O19,Rohmaterial prüfen,2024-01-01 07:54:00,14.96991309250149,0.0,4.316221747000135
O19,Fräsen Maschine B,2024-01-01 08:24:00,183.95831346981467,20.624119817052154,41.25669101852856
O19,Qualitätskontrolle,2024-01-01 09:54:00,29.938766135765427,0.10274562851416846,3.1516091163874527
O19,Lackieren UV-Aushärtung,2024-01-01 10:24:00,156.61419144243945,10.97511973341775,19.705885236995723
O19,Verpacken Recycling,2024-01-01 11:54:00,45.87251401603744,0.6786141583470066,5.825862908551248
O19,Versand Standard,2024-01-01 12:24:00,97.18137723598012,29.177779604433567,0.4873744229838246
O20,Rohmaterial prüfen,2024-01-01 08:00:00,21.224832855543614,0.0,1.0579233887633546
O20,Fräsen Maschine A,2024-01-01 08:30:00,151.16024968678818,38.55191565850268,77.1850724512469
O20,Qualitätskontrolle,2024-01-01 10:30:00,26.40777889373782,0.7865528482881528,3.6218151311960094
O20,Lackieren Ofen,2024-01-01 11:00:00,207.37678108474776,60.85765962320202,119.68012294007315
O20,Verpacken Standard,2024-01-01 13:00:00,39.904918960486555,3.997470635362191,7.96297372801522
O20,Versand Express,2024-01-01 13:30:00,248.5567068053993,90.32271856033809,0.0
O21,Rohmaterial prüfen,2024-01-01 08:06:00,22.596732571205862,2.0327389130025777,1.782479703086285
O21,Fräsen Maschine B,2024-01-01 08:36:00,182.0085586104947,20.690143991711114,39.19755905622833
O21,Qualitätskontrolle,2024-01-01 10:06:00,31.120462409052084,1.0125924007817948,3.1953521970976633
O21,Lackieren UV-Aushärtung,2024-01-01 10:36:00,156.13495108072266,10.024510174258943,20.9959965824909
O21,Verpacken Recycling,2024-01-01 12:06:00,57.25571803897521,1.959270826085207,9.306364915023114
O21,Versand Standard,2024-01-01 12:36:00,96.16326218555976,30.87232063672068,0.3666840114767035
O22,Rohmaterial prüfen,2024-01-01 08:12:00,30.94901466608836,0.0,0.3205563156384479
O22,Fräsen Maschine B,2024-01-01 08:42:00,177.0030367727799,17.876104275690192,38.948489956638475
O22,Qualitätskontrolle,2024-01-01 10:12:00,26.20433669223151,1.1503937864762077,3.683511951554319
O22,Lackieren Ofen,2024-01-01 10:42:00,209.38085419607944,60.95042383818605,118.84619268867519
O22,Verpacken Recycling,2024-01-01 12:42:00,45.50792664325821,1.4919191715065057,2.3595335859587157
O22,Versand Standard,2024-01-01 13:12:00,109.15729382927177,31.17944012072129,0.0
O23,Rohmaterial prüfen,2024-01-01 08:18:00,11.434327354545612,1.8538723741654128,1.7709203094947643
O23,Fräsen Maschine A,2024-01-01 08:48:00,156.1890815598673,38.405572341205634,78.80124995409246
O23,Qualitätskontrolle,2024-01-01 10:48:00,30.026218498590914,1.046980593764742,2.099869057041513
O23,Lackieren Ofen,2024-01-01 11:18:00,203.1142496617375,58.93237957061741,119.71524102995741
O23,Verpacken Standard,2024-01-01 13:18:00,40.601478158559495,5.514438834058749,9.42322975617778
O23,Versand Express,2024-01-01 13:48:00,244.37678954081065,88.46588582926438,2.555353643797018
O24,Rohmaterial prüfen,2024-01-01 08:24:00,21.661570059897958,0.0,5.102303951045046
O24,Fräsen Maschine A,2024-01-01 08:54:00,150.5783731714643,41.17929718406383,80.13503696282022
O24,Qualitätskontrolle,2024-01-01 10:54:00,40.303739624409936,2.7553408424432044,2.502071703041853
O24,Lackieren Ofen,2024-01-01 11:24:00,204.85785475477178,60.645375949585144,122.73726311506469
O24,Verpacken Standard,2024-01-01 13:24:00,35.17538269709948,5.686051459998439,10.116848973699176
O24,Versand Express,2024-01-01 13:54:00,241.20630256788442,88.81674148733423,0.0
O25,Rohmaterial prüfen,2024-01-01 08:30:00,18.652965827777212,1.2175422557959623,5.004714104192056
O25,Fräsen Maschine B,2024-01-01 09:00:00,180.37047390209887,21.628615545571293,37.23979708357022
O25,Qualitätskontrolle,2024-01-01 10:30:00,21.483087803224226,0.9444523011033812,3.7681308978786143
O25,Lackieren UV-Aushärtung,2024-01-01 11:00:00,159.83652625952953,7.932557899960123,19.821759920974422
O25,Verpacken Recycling,2024-01-01 12:30:00,43.47765249747573,1.6696725488300386,5.733196492193697
O25,Versand Standard,2024-01-01 13:00:00,95.30060106836322,29.486133082663308,0.0
O26,Rohmaterial prüfen,2024-01-01 08:36:00,19.68660451363414,1.4551423205012384,0.028547907328912547
O26,Fräsen Maschine A,2024-01-01 09:06:00,152.5202325775892,39.46974238162756,78.4142543354753
O26,Qualitätskontrolle,2024-01-01 11:06:00,29.464848200227213,0.0,1.892701389305636
O26,Lackieren Ofen,2024-01-01 11:36:00,194.01061053705575,61.96472513291639,120.07052710394346
O26,Verpacken Standard,2024-01-01 13:36:00,36.501372460037075,5.213979910734222,7.77534390061834
O26,Versand Express,2024-01-01 14:06:00,248.89515200233387,90.61416670004343,1.5150154200946102
O27,Rohmaterial prüfen,2024-01-01 08:42:00,17.34749426194736,0.0,1.449896605696712
O27,Fräsen Maschine A,2024-01-01 09:12:00,138.49039417632207,38.484808937801446,82.73374853488905
O27,Qualitätskontrolle,2024-01-01 11:12:00,38.22483856750642,0.7509639604436217,4.153113926111533
O27,Lackieren Ofen,2024-01-01 11:42:00,201.55625077271768,63.07888080845524,122.23914982286915
O27,Verpacken Standard,2024-01-01 13:42:00,39.36041204259617,4.0444595593995745,4.787107359484855
O27,Versand Express,2024-01-01 14:12:00,251.01731817933612,89.24364925471569,0.0
O28,Rohmaterial prüfen,2024-01-01 08:48:00,16.767135578787368,0.0,5.3742832701451295
O28,Fräsen Maschine A,2024-01-01 09:18:00,154.40819878474724,39.99202735868338,82.95988827778005
O28,Qualitätskontrolle,2024-01-01 11:18:00,30.38684153823809,0.13871579867173633,6.046248154539315
O28,Lackieren Ofen,2024-01-01 11:48:00,202.6945502184233,58.96275384567355,119.61932264383279
O28,Verpacken Standard,2024-01-01 13:48:00,35.62190873307621,3.617200269035664,9.852355095063283
O28,Versand Express,2024-01-01 14:18:00,259.5470832023507,88.60143242618086,1.1259384733811417
O29,Rohmaterial prüfen,2024-01-01 08:54:00,16.746787154390866,0.012874616235303948,0.8152121515222617
O29,Fräsen Maschine B,2024-01-01 09:24:00,175.68004615160092,20.048521627944826,38.33809976717792
O29,Qualitätskontrolle,2024-01-01 10:54:00,31.352284128899193,0.949761890550863,2.5221039062671804
O29,Lackieren UV-Aushärtung,2024-01-01 11:24:00,155.462181689792,9.423228669431667,21.51078245165151
O29,Verpacken Recycling,2024-01-01 12:54:00,52.504585938121906,0.02244475520144895,5.198664610858452
O29,Versand Standard,2024-01-01 13:24:00,103.75693561685894,28.33059471887863,1.08672038475987
O30,Rohmaterial prüfen,2024-01-01 09:00:00,16.686881205270765,1.0705986685931594,0.4734816869149663
O30,Fräsen Maschine B,2024-01-01 09:30:00,170.9755894966774,18.372457562116836,40.09616989332277
O30,Qualitätskontrolle,2024-01-01 11:00:00,31.29861250860741,0.09568337489559142,4.277184917554748
O30,Lackieren Ofen,2024-01-01 11:30:00,191.6923996886552,59.933920201352684,117.57796760047509
O30,Verpacken Recycling,2024-01-01 13:30:00,46.7408194609892,1.047398671316414,3.2791732694320954
O30,Versand Standard,2024-01-01 14:00:00,98.07722227885087,31.00629280921444,0.0
O31,Rohmaterial prüfen,2024-01-01 09:06:00,24.17846056032571,0.0,3.059608355830566
O31,Fräsen Maschine B,2024-01-01 09:36:00,187.2078431032895,17.52835549987271,38.406209489059044
O31,Qualitätskontrolle,2024-01-01 11:06:00,32.8853606359027,0.7969546139570073,3.7422917467426178
O31,Lackieren UV-Aushärtung,2024-01-01 11:36:00,156.9800740664209,10.0865897874729,19.68864552921584
O31,Verpacken Recycling,2024-01-01 13:06:00,55.838910308299035,1.2544208433012132,5.675205324150404
O31,Versand Standard,2024-01-01 13:36:00,97.94061516938767,29.512393775927507,0.0
O32,Rohmaterial prüfen,2024-01-01 09:12:00,21.972260711891483,0.07901551917973704,2.579549713792826
O32,Fräsen Maschine B,2024-01-01 09:42:00,190.3770039932272,20.871124703431693,39.34795293566432
O32,Qualitätskontrolle,2024-01-01 11:12:00,36.00606961081972,0.5919246269784486,0.0
O32,Lackieren Ofen,2024-01-01 11:42:00,194.95956844541297,58.129208078974145,119.29697303191739
O32,Verpacken Recycling,2024-01-01 13:42:00,50.09209189594776,2.676437312275283,5.653854747528325
O32,Versand Standard,2024-01-01 14:12:00,98.90449735595568,30.82940558118349,0.0
O33,Rohmaterial prüfen,2024-01-01 09:18:00,21.178072790542828,1.2708651938869668,0.0
O33,Fräsen Maschine B,2024-01-01 09:48:00,185.71877021603464,20.338496407494414,39.1694241721984
O33,Qualitätskontrolle,2024-01-01 11:18:00,33.163909330531425,3.270692857804396,3.36373251011699
O33,Lackieren Ofen,2024-01-01 11:48:00,201.24110293150167,59.54063910045976,118.30031126107042
O33,Verpacken Recycling,2024-01-01 13:48:00,54.15167908272123,0.14391617409113278,5.143132474438785
O33,Versand Standard,2024-01-01 14:18:00,97.61171276617442,30.478979825746393,0.6673242105738966
O34,Rohmaterial prüfen,2024-01-01 09:24:00,25.187699721289498,0.0,1.4602501294132575
O34,Fräsen Maschine B,2024-01-01 09:54:00,175.10618142108845,19.555706739923888,40.754600986089706
O34,Qualitätskontrolle,2024-01-01 11:24:00,33.78494308322676,0.07783467582237458,4.73921184021132
O34,Lackieren UV-Aushärtung,2024-01-01 11:54:00,166.77818929402474,10.4134349032237,23.753591625116133
O34,Verpacken Recycling,2024-01-01 13:24:00,46.13105400448214,0.0,1.4425595021914428
O34,Versand Standard,2024-01-01 13:54:00,107.48022155744592,30.65436565635406,0.0
O35,Rohmaterial prüfen,2024-01-01 09:30:00,21.399843131599102,0.0,6.891503959233653
O35,Fräsen Maschine A,2024-01-01 10:00:00,150.64610590987613,40.109394794604896,81.45153324779739
O35,Qualitätskontrolle,2024-01-01 12:00:00,32.40504615868357,1.2238840242791313,1.4190510891093762
O35,Lackieren Ofen,2024-01-01 12:30:00,202.35734178567998,61.88202449647503,122.69084009230995
O35,Verpacken Standard,2024-01-01 14:30:00,47.965933133196984,4.488784323568815,6.020790359482838
O35,Versand Express,2024-01-01 15:00:00,249.37106539950176,90.0557249122887,2.188383036941897
O36,Rohmaterial prüfen,2024-01-01 09:36:00,11.537676851425903,2.029550319460614,1.683984202842021
O36,Fräsen Maschine B,2024-01-01 10:06:00,177.8655946502629,18.98789562473983,36.69028665626846
O36,Qualitätskontrolle,2024-01-01 11:36:00,34.11585291980957,1.0733179671884039,0.42007820051789224
O36,Lackieren Ofen,2024-01-01 12:06:00,193.5246061396819,59.66421530070987,123.33804305057879
O36,Verpacken Recycling,2024-01-01 14:06:00,48.702043243181976,0.0,4.508513871828112
O36,Versand Standard,2024-01-01 14:36:00,98.63638215126164,27.30311335705843,0.0
O37,Rohmaterial prüfen,2024-01-01 09:42:00,18.84532734895661,1.1962063648134182,5.69791218989069
O37,Fräsen Maschine B,2024-01-01 10:12:00,185.6328251477388,19.73111130944517,37.78694818251666
O37,Qualitätskontrolle,2024-01-01 11:42:00,42.8667990162493,1.0592184340144883,3.0278585838258922
O37,Lackieren UV-Aushärtung,2024-01-01 12:12:00,159.87937456445,10.198084760767856,19.711279176152114
O37,Verpacken Recycling,2024-01-01 13:42:00,47.13168996559882,0.45314105875960786,4.934493459568003
O37,Versand Standard,2024-01-01 14:12:00,97.28287614433117,29.287154217322836,0.21286045538379367
O38,Rohmaterial prüfen,2024-01-01 09:48:00,18.725113912895722,2.003992988582689,0.0
O38,Fräsen Maschine B,2024-01-01 10:18:00,185.45753425961232,21.246085192497628,35.8532195351837
O38,Qualitätskontrolle,2024-01-01 11:48:00,28.286562029598258,0.6285591340042085,0.18497661056435755
O38,Lackieren Ofen,2024-01-01 12:18:00,196.11091656204562,58.88942415453417,123.50454088684725
O38,Verpacken Recycling,2024-01-01 14:18:00,54.678391965737305,2.2715550949941585,6.44334412808647
O38,Versand Standard,2024-01-01 14:48:00,94.35474114391386,29.475479733720228,0.9787491224558361
O39,Rohmaterial prüfen,2024-01-01 09:54:00,13.889360955540273,1.2129984301723882,1.51934920368373
O39,Fräsen Maschine B,2024-01-01 10:24:00,178.125895962252,20.71095996820349,40.88852662297208
O39,Qualitätskontrolle,2024-01-01 11:54:00,28.1951691709046,2.159329803364248,0.8378733448002054
O39,Lackieren UV-Aushärtung,2024-01-01 12:24:00,163.07967803472133,10.593101257968383,19.38090712137202
O39,Verpacken Recycling,2024-01-01 13:54:00,51.63066511121059,0.0,6.848054038413802
O39,Versand Standard,2024-01-01 14:24:00,99.07548931778506,29.477276979480962,2.0980184516737785
O40,Rohmaterial prüfen,2024-01-01 10:00:00,16.478281547286205,0.0,0.0
O40,Fräsen Maschine B,2024-01-01 10:30:00,183.0300497567282,18.719570647503716,43.50958836396873
O40,Qualitätskontrolle,2024-01-01 12:00:00,19.59035296058139,2.696456368290038,3.4220349344052368
O40,Lackieren Ofen,2024-01-01 12:30:00,199.51643444064803,59.45508091319105,120.79827222870414
O40,Verpacken Recycling,2024-01-01 14:30:00,49.811826487875756,2.1033018820165212,5.228455297324079
O40,Versand Standard,2024-01-01 15:00:00,100.75150880730939,29.636387787786145,0.0
O41,Rohmaterial prüfen,2024-01-01 10:06:00,21.539008844460295,0.0,0.0
O41,Fräsen Maschine B,2024-01-01 10:36:00,183.71632047011357,20.17086543812794,39.63203332729464
O41,Qualitätskontrolle,2024-01-01 12:06:00,30.092169665326967,1.347581705361671,1.920480639381277
O41,Lackieren Ofen,2024-01-01 12:36:00,196.10847637298843,60.19584525509768,118.04325444476994
O41,Verpacken Recycling,2024-01-01 14:36:00,52.04126377857236,0.0,7.058311274651287
O41,Versand Standard,2024-01-01 15:06:00,102.36298741206521,30.256029734313877,1.9653819678910278
O42,Rohmaterial prüfen,2024-01-01 10:12:00,28.32737222231288,1.5143700650181304,0.0
O42,Fräsen Maschine A,2024-01-01 10:42:00,143.60211516632148,39.37518142230432,80.05218210042166
O42,Qualitätskontrolle,2024-01-01 12:42:00,32.58829510234561,0.2742561868465344,3.3735335289541566
O42,Lackieren Ofen,2024-01-01 13:12:00,196.22308533823337,59.38848219700805,117.18667780630355
O42,Verpacken Standard,2024-01-01 15:12:00,35.38383376944548,3.6483153943836664,6.048253494045334
O42,Versand Express,2024-01-01 15:42:00,255.2682089830392,89.05060111116806,5.264764129674782
O43,Rohmaterial prüfen,2024-01-01 10:18:00,22.466589504404446,0.6848361236948739,0.2832844396375729
O43,Fräsen Maschine A,2024-01-01 10:48:00,153.50154939704495,39.424362173762226,80.24401962929072
O43,Qualitätskontrolle,2024-01-01 12:48:00,42.800422691343975,0.9039401002753501,5.298546652571352
O43,Lackieren Ofen,2024-01-01 13:18:00,196.48411787437055,59.965011509503036,123.54160127127102
O43,Verpacken Standard,2024-01-01 15:18:00,36.86516471106116,6.8124485579969285,9.415503870910952
O43,Versand Express,2024-01-01 15:48:00,247.18766612052866,90.63240773905552,1.9451088992534598
O44,Rohmaterial prüfen,2024-01-01 10:24:00,23.10904981108598,0.0,0.5457256483502628
O44,Fräsen Maschine A,2024-01-01 10:54:00,148.76240682224247,39.92556657089995,81.24134419510136
O44,Qualitätskontrolle,2024-01-01 12:54:00,30.888505004666268,0.0,3.7603957020119263
O44,Lackieren Ofen,2024-01-01 13:24:00,203.0529287264191,60.55979044793104,122.16156145110925
O44,Verpacken Standard,2024-01-01 15:24:00,44.16961077274452,5.459180079228437,7.859668577082706
O44,Versand Express,2024-01-01 15:54:00,241.69519533242004,90.42961821913259,0.4153753743262223
O45,Rohmaterial prüfen,2024-01-01 10:30:00,21.357894185976868,0.0,0.0
O45,Fräsen Maschine A,2024-01-01 11:00:00,155.26576426666452,39.960444846143346,81.36300139474525
O45,Qualitätskontrolle,2024-01-01 13:00:00,30.141591880652307,1.0297561394957453,4.876567611951995
O45,Lackieren Ofen,2024-01-01 13:30:00,197.41977635891314,60.096120776940985,119.07544942258991
O45,Verpacken Standard,2024-01-01 15:30:00,37.827518862838424,4.690827876531361,8.444267543267426
O45,Versand Express,2024-01-01 16:00:00,247.60625689168262,91.25575612557353,0.0
O46,Rohmaterial prüfen,2024-01-01 10:36:00,19.065641779193204,0.06026894172582509,4.893955768707466
O46,Fräsen Maschine A,2024-01-01 11:06:00,150.98277388255786,41.031844539468636,77.02887925392605
O46,Qualitätskontrolle,2024-01-01 13:06:00,31.335251329346296,1.889630795623437,3.1645679785508483
O46,Lackieren Ofen,2024-01-01 13:36:00,205.32740187532676,59.482711549899626,122.81869488037115
O46,Verpacken Standard,2024-01-01 15:36:00,51.49449061809625,4.637161439560341,7.1089949571984565
O46,Versand Express,2024-01-01 16:06:00,257.2669223855885,91.57957214573071,0.0
O47,Rohmaterial prüfen,2024-01-01 10:42:00,17.899065914520712,0.2182153911394928,0.0
O47,Fräsen Maschine A,2024-01-01 11:12:00,145.406740267579,38.995859233247934,78.46440486979175
O47,Qualitätskontrolle,2024-01-01 13:12:00,29.826575563066093,1.2342147325365207,6.101000985628154
O47,Lackieren Ofen,2024-01-01 13:42:00,195.00822979630604,60.984322398476586,119.57202231154898
